"Status","IntValue","HexValue","Description"
"STATUS_CONNECTION_ABORTED","-1073741247","0xC0000241","The transport connection was aborted by the local system."
"STATUS_BAD_COMPRESSION_BUFFER","-1073741246","0xC0000242","The specified buffer contains ill-formed data."
"STATUS_USER_MAPPED_FILE","-1073741245","0xC0000243","The requested operation cannot be performed on a file with a user mapped section open."
"STATUS_AUDIT_FAILED","-1073741244","0xC0000244","{Audit Failed} An attempt to generate a security audit failed."
"STATUS_TIMER_RESOLUTION_NOT_SET","-1073741243","0xC0000245","The timer resolution was not previously set by the current process."
"STATUS_CONNECTION_COUNT_LIMIT","-1073741242","0xC0000246","A connection to the server could not be made because the limit on the number of concurrent connections for this account has been reached."
"STATUS_LOGIN_TIME_RESTRICTION","-1073741241","0xC0000247","Attempting to login during an unauthorized time of day for this account."
"STATUS_LOGIN_WKSTA_RESTRICTION","-1073741240","0xC0000248","The account is not authorized to login from this station."
"STATUS_IMAGE_MP_UP_MISMATCH","-1073741239","0xC0000249","{UP/MP Image Mismatch} The image %hs has been modified for use on a uniprocessor system, but you are running it on a multiprocessor machine. Please reinstall the image file."
"STATUS_INSUFFICIENT_LOGON_INFO","-1073741232","0xC0000250","There is insufficient account information to log you on."
"STATUS_BAD_DLL_ENTRYPOINT","-1073741231","0xC0000251","{Invalid DLL Entrypoint} The dynamic link library %hs is not written correctly. The stack pointer has been left in an inconsistent state. The entrypoint should be declared as WINAPI or STDCALL. Select YES to fail the DLL load. Select NO to continue execution. Selecting NO may cause the application to operate incorrectly."
"STATUS_BAD_SERVICE_ENTRYPOINT","-1073741230","0xC0000252","{Invalid Service Callback Entrypoint} The %hs service is not written correctly. The stack pointer has been left in an inconsistent state. The callback entrypoint should be declared as WINAPI or STDCALL. Selecting OK will cause the service to continue operation. However, the service process may operate incorrectly."
"STATUS_LPC_REPLY_LOST","-1073741229","0xC0000253","The server received the messages but did not send a reply."
"STATUS_IP_ADDRESS_CONFLICT1","-1073741228","0xC0000254","There is an IP address conflict with another system on the network"
"STATUS_IP_ADDRESS_CONFLICT2","-1073741227","0xC0000255","There is an IP address conflict with another system on the network"
"STATUS_REGISTRY_QUOTA_LIMIT","-1073741226","0xC0000256","{Low On Registry Space} The system has reached the maximum size allowed for the system part of the registry. Additional storage requests will be ignored."
"STATUS_PATH_NOT_COVERED","-1073741225","0xC0000257","The contacted server does not support the indicated part of the DFS namespace."
"STATUS_NO_CALLBACK_ACTIVE","-1073741224","0xC0000258","A callback return system service cannot be executed when no callback is active."
"STATUS_LICENSE_QUOTA_EXCEEDED","-1073741223","0xC0000259","The service being accessed is licensed for a particular number of connections. No more connections can be made to the service at this time because there are already as many connections as the service can accept."
"STATUS_PWD_TOO_SHORT","-1073741222","0xC000025A","The password provided is too short to meet the policy of your user account. Please choose a longer password."
"STATUS_PWD_TOO_RECENT","-1073741221","0xC000025B","The policy of your user account does not allow you to change passwords too frequently. This is done to prevent users from changing back to a familiar, but potentially discovered, password. If you feel your password has been compromised then please contact your administrator immediately to have a new one assigned."
"STATUS_PWD_HISTORY_CONFLICT","-1073741220","0xC000025C","You have attempted to change your password to one that you have used in the past. The policy of your user account does not allow this. Please select a password that you have not previously used."
"STATUS_PLUGPLAY_NO_DEVICE","-1073741218","0xC000025E","You have attempted to load a legacy device driver while its device instance had been disabled."
"STATUS_UNSUPPORTED_COMPRESSION","-1073741217","0xC000025F","The specified compression format is unsupported."
"STATUS_INVALID_HW_PROFILE","-1073741216","0xC0000260","The specified hardware profile configuration is invalid."
"STATUS_DRIVER_ORDINAL_NOT_FOUND","-1073741214","0xC0000262","{Driver Entry Point Not Found} The %hs device driver could not locate the ordinal ld in driver %hs."
"STATUS_RESOURCE_NOT_OWNED","-1073741212","0xC0000264","{Application Error} The application attempted to release a resource it did not own. Click OK to terminate the application."
"STATUS_TOO_MANY_LINKS","-1073741211","0xC0000265","An attempt was made to create more links on a file than the file system supports."
"STATUS_QUOTA_LIST_INCONSISTENT","-1073741210","0xC0000266","The specified quota list is internally inconsistent with its descriptor."
"STATUS_FILE_IS_OFFLINE","-1073741209","0xC0000267","The specified file has been relocated to offline storage."
"STATUS_EVALUATION_EXPIRATION","-1073741208","0xC0000268","{Windows Evaluation Notification} The evaluation period for this installation of Windows has expired. This system will shutdown in 1 hour. To restore access to this installation of Windows, please upgrade this installation using a licensed distribution of this product."
"STATUS_ILLEGAL_DLL_RELOCATION","-1073741207","0xC0000269","{Illegal System DLL Relocation} The system DLL %hs was relocated in memory. The application will not run properly. The relocation occurred because the DLL %hs occupied an address range reserved for Windows system DLLs. The vendor supplying the DLL should be contacted for a new DLL."
"STATUS_LICENSE_VIOLATION","-1073741206","0xC000026A","{License Violation} The system has detected tampering with your registered product type. This is a violation of your software license. Tampering with product type is not permitted."
"STATUS_DLL_INIT_FAILED_LOGOFF","-1073741205","0xC000026B","{DLL Initialization Failed} The application failed to initialize because the window station is shutting down."
"STATUS_DRIVER_UNABLE_TO_LOAD","-1073741204","0xC000026C","{Unable to Load Device Driver} %hs device driver could not be loaded. Error Status was 0xx"
"STATUS_DFS_UNAVAILABLE","-1073741203","0xC000026D","DFS is unavailable on the contacted server."
"STATUS_VOLUME_DISMOUNTED","-1073741202","0xC000026E","An operation was attempted to a volume after it was dismounted."
"STATUS_WX86_INTERNAL_ERROR","-1073741201","0xC000026F","An internal error occurred in the Win32 x86 emulation subsystem."
"STATUS_WX86_FLOAT_STACK_CHECK","-1073741200","0xC0000270","Win32 x86 emulation subsystem Floating-point stack check."
"STATUS_VALIDATE_CONTINUE","-1073741199","0xC0000271","The validation process needs to continue on to the next step."
"STATUS_NO_MATCH","-1073741198","0xC0000272","There was no match for the specified key in the index."
"STATUS_NO_MORE_MATCHES","-1073741197","0xC0000273","There are no more matches for the current index enumeration."
"STATUS_NOT_A_REPARSE_POINT","-1073741195","0xC0000275","The NTFS file or directory is not a reparse point."
"STATUS_IO_REPARSE_TAG_INVALID","-1073741194","0xC0000276","The Windows I/O reparse tag passed for the NTFS reparse point is invalid."
"STATUS_IO_REPARSE_TAG_MISMATCH","-1073741193","0xC0000277","The Windows I/O reparse tag does not match the one present in the NTFS reparse point."
"STATUS_IO_REPARSE_DATA_INVALID","-1073741192","0xC0000278","The user data passed for the NTFS reparse point is invalid."
"STATUS_PWD_TOO_LONG","-1073741190","0xC000027A","The password provided is too long to meet the policy of your user account. Please choose a shorter password."
"STATUS_STOWED_EXCEPTION","-1073741189","0xC000027B","An application-internal exception has occurred."
"STATUS_RANGE_LIST_CONFLICT","-1073741182","0xC0000282","The range could not be added to the range list because of a conflict."
"STATUS_SOURCE_ELEMENT_EMPTY","-1073741181","0xC0000283","The specified medium changer source element contains no media."
"STATUS_DESTINATION_ELEMENT_FULL","-1073741180","0xC0000284","The specified medium changer destination element already contains media."
"STATUS_ILLEGAL_ELEMENT_ADDRESS","-1073741179","0xC0000285","The specified medium changer element does not exist."
"STATUS_MAGAZINE_NOT_PRESENT","-1073741178","0xC0000286","The specified element is contained within a magazine that is no longer present."
"STATUS_REINITIALIZATION_NEEDED","-1073741177","0xC0000287","The device requires reinitialization due to hardware errors."
"STATUS_DEVICE_REQUIRES_CLEANING","-2147483000","0x80000288","The device has indicated that cleaning is necessary."
"STATUS_DEVICE_DOOR_OPEN","-2147482999","0x80000289","The device has indicated that its door is open. Further operations require it closed and secured."
"STATUS_ENCRYPTION_FAILED","-1073741174","0xC000028A","The file encryption attempt failed."
"STATUS_DECRYPTION_FAILED","-1073741173","0xC000028B","The file decryption attempt failed."
"STATUS_RANGE_NOT_FOUND","-1073741172","0xC000028C","The specified range could not be found in the range list."
"STATUS_NO_RECOVERY_POLICY","-1073741171","0xC000028D","There is no encryption recovery policy configured for this system."
"STATUS_NO_EFS","-1073741170","0xC000028E","The required encryption driver is not loaded for this system."
"STATUS_WRONG_EFS","-1073741169","0xC000028F","The file was encrypted with a different encryption driver than is currently loaded."
"STATUS_NO_USER_KEYS","-1073741168","0xC0000290","There are no EFS keys defined for the user."
"STATUS_FILE_NOT_ENCRYPTED","-1073741167","0xC0000291","The specified file is not encrypted."
"STATUS_NOT_EXPORT_FORMAT","-1073741166","0xC0000292","The specified file is not in the defined EFS export format."
"STATUS_FILE_ENCRYPTED","-1073741165","0xC0000293","The specified file is encrypted and the user does not have the ability to decrypt it."
"STATUS_WAKE_SYSTEM","1073742484","0x40000294","The system has awoken"
"STATUS_WMI_GUID_NOT_FOUND","-1073741163","0xC0000295","The guid passed was not recognized as valid by a WMI data provider."
"STATUS_WMI_INSTANCE_NOT_FOUND","-1073741162","0xC0000296","The instance name passed was not recognized as valid by a WMI data provider."
"STATUS_WMI_ITEMID_NOT_FOUND","-1073741161","0xC0000297","The data item id passed was not recognized as valid by a WMI data provider."
"STATUS_WMI_TRY_AGAIN","-1073741160","0xC0000298","The WMI request could not be completed and should be retried."
"STATUS_SHARED_POLICY","-1073741159","0xC0000299","The policy object is shared and can only be modified at the root"
"STATUS_POLICY_OBJECT_NOT_FOUND","-1073741158","0xC000029A","The policy object does not exist when it should"
"STATUS_POLICY_ONLY_IN_DS","-1073741157","0xC000029B","The requested policy information only lives in the Ds"
"STATUS_VOLUME_NOT_UPGRADED","-1073741156","0xC000029C","The volume must be upgraded to enable this feature"
"STATUS_NO_TRACKING_SERVICE","-1073741153","0xC000029F","The tracking (workstation) service is not running."
"STATUS_SERVER_SID_MISMATCH","-1073741152","0xC00002A0","The server process is running under a SID different than that required by client."
